OFFENSE,WARD,LATITUDE,LONGITUDE
ASSAULT W/DANGEROUS WEAPON,5,38.932125299,-76.9778798864
THEFT F/AUTO,3,38.945126307,-77.0957816153
THEFT F/AUTO,3,38.9644508729,-77.0753099146
THEFT/OTHER,2,38.8991297051,-77.0219165566
BURGLARY,8,38.8407944618,-76.9910453537
ROBBERY,7,38.8803520195,-76.9429261456
THEFT F/AUTO,5,38.9357929388,-76.9931319762
THEFT F/AUTO,5,38.9092990513,-76.9856070194
THEFT F/AUTO,4,38.9462216423,-77.0231250914
THEFT F/AUTO,3,38.9206810182,-77.0757500922
THEFT F/AUTO,5,38.91265961,-76.9937231684
THEFT/OTHER,1,38.9224291118,-77.030857533
THEFT F/AUTO,6,38.8849730791,-77.0307895074
BURGLARY,5,38.9122304456,-77.004475666
THEFT F/AUTO,3,38.96715398,-77.0714308007
THEFT/OTHER,1,38.9201252331,-77.041859151
THEFT/OTHER,6,38.9002033642,-76.9973048161
THEFT/OTHER,1,38.9168683732,-77.0234418984
THEFT F/AUTO,2,38.8967373853,-77.0280860049
THEFT/OTHER,6,38.8825456773,-76.9902425041
THEFT/OTHER,4,38.9440012062,-77.0376256385
THEFT/OTHER,6,38.9002033642,-76.9973048161
THEFT/OTHER,3,38.9492466458,-77.0802982386
MOTOR VEHICLE THEFT,2,38.9051968264,-77.0606731533
THEFT/OTHER,3,38.9599119666,-77.085288276
THEFT/OTHER,6,38.9078254892,-77.0035141787
THEFT F/AUTO,2,38.9037375931,-77.0288555415
THEFT F/AUTO,2,38.8978443454,-77.0488416349
THEFT/OTHER,4,38.9577954916,-77.0016979799
THEFT F/AUTO,5,38.9284475026,-76.9800237048
ROBBERY,5,38.9525513383,-76.9990331099
THEFT/OTHER,2,38.9032650299,-77.0547463231
THEFT F/AUTO,2,38.9084774459,-77.0400858707
ROBBERY,8,38.8682428214,-76.9728619188
THEFT F/AUTO,2,38.8998159385,-77.027557959
THEFT/OTHER,7,38.8902147384,-76.9527679775
THEFT F/AUTO,3,38.9570243964,-77.0850015772
THEFT/OTHER,2,38.8983139331,-77.0288490823
BURGLARY,5,38.9218324031,-77.0020340805
ASSAULT W/DANGEROUS WEAPON,1,38.9275813517,-77.0311118663
THEFT F/AUTO,2,38.897981624,-77.054367728
THEFT/OTHER,5,38.9191696046,-76.9851284391
THEFT/OTHER,7,38.8941466129,-76.9338893829
MOTOR VEHICLE THEFT,3,38.9285651686,-77.0544412144
THEFT F/AUTO,1,38.9159293823,-77.0296236959
THEFT F/AUTO,2,38.9004801723,-77.0288534169
THEFT/OTHER,4,38.9694518736,-77.027308864
THEFT/OTHER,8,38.8428931622,-76.9814334914
THEFT/OTHER,6,38.8765259634,-77.009097938
ROBBERY,8,38.8746475826,-77.0053817534
ASSAULT W/DANGEROUS WEAPON,7,38.9039688291,-76.9472062055
THEFT/OTHER,2,38.900698828,-77.0494760323
THEFT/OTHER,7,38.9034820677,-76.9229428261
ROBBERY,5,38.9212875273,-76.9771594074
THEFT/OTHER,1,38.9238698908,-77.0408755892
THEFT/OTHER,6,38.9001927698,-76.9848169831
THEFT/OTHER,5,38.941826354,-77.0005409894
MOTOR VEHICLE THEFT,4,38.9803825187,-77.0348820022
THEFT/OTHER,5,38.9340977719,-76.977957819
BURGLARY,2,38.9013317717,-77.0328009732
THEFT/OTHER,7,38.8603125815,-76.9658374528
THEFT/OTHER,2,38.9003415999,-77.0219151997
THEFT F/AUTO,7,38.8633236989,-76.9562562544
THEFT F/AUTO,8,38.8467225234,-76.9748327283
THEFT/OTHER,5,38.9015468006,-76.9799376272
THEFT/OTHER,4,38.947729407,-77.0327255357
THEFT F/AUTO,5,38.9011585012,-76.9837417561
THEFT/OTHER,5,38.9012753565,-76.9826084878
THEFT/OTHER,6,38.8995435581,-76.9836359502
THEFT/OTHER,2,38.9093648355,-77.0441466713
THEFT F/AUTO,4,38.9674115547,-77.0274888998
THEFT/OTHER,8,38.8428120977,-76.9852890181
THEFT/OTHER,2,38.8983139331,-77.0288490823
THEFT/OTHER,2,38.9004549325,-77.044180238
THEFT/OTHER,4,38.9748378665,-77.014324859
ROBBERY,8,38.8134726993,-77.0138856966
THEFT/OTHER,5,38.9201570109,-76.9903059701
THEFT/OTHER,2,38.9093648355,-77.0441466713
THEFT F/AUTO,7,38.9023710714,-76.9505760698
THEFT F/AUTO,6,38.8909297966,-76.9845796595
THEFT/OTHER,8,38.8282266711,-77.0125877556
THEFT F/AUTO,5,38.9142137824,-76.9860296578
THEFT F/AUTO,4,38.9450684805,-77.0398815039
THEFT F/AUTO,3,38.9585338513,-77.0845874445
MOTOR VEHICLE THEFT,1,38.9230332326,-77.0340208839
MOTOR VEHICLE THEFT,5,38.9111150641,-77.0035739508
THEFT/OTHER,8,38.8662188774,-76.9820715442
THEFT/OTHER,3,38.9599119666,-77.085288276
THEFT/OTHER,1,38.9223290804,-77.0439294808
THEFT F/AUTO,2,38.9126087891,-77.0307875618
MOTOR VEHICLE THEFT,7,38.8775843035,-76.9312615719
THEFT F/AUTO,5,38.926338196,-76.959980549
THEFT F/AUTO,5,38.9163569991,-76.9776244109
THEFT/OTHER,7,38.8594775631,-76.9676370731
MOTOR VEHICLE THEFT,7,38.8738238444,-76.9635505468
THEFT/OTHER,7,38.894780054,-76.9803164745
THEFT F/AUTO,2,38.9025921141,-77.0619448497
THEFT/OTHER,2,38.902525594,-77.0441787536
THEFT/OTHER,6,38.9078254892,-77.0035141787
THEFT F/AUTO,3,38.9422128145,-77.0706429999
THEFT/OTHER,2,38.9056538923,-77.0425676537
THEFT/OTHER,7,38.8986142204,-76.974824299
THEFT/OTHER,6,38.9002074169,-77.0106188799
THEFT/OTHER,2,38.9152023543,-77.0365052323
THEFT/OTHER,2,38.9060618647,-77.0413573339
THEFT F/AUTO,6,38.9018118587,-77.0209056408
THEFT/OTHER,3,38.9186422315,-77.0967692099
ROBBERY,4,38.9642441135,-77.031945149
THEFT/OTHER,7,38.8603125815,-76.9658374528
THEFT/OTHER,5,38.902207721,-76.9820115427
THEFT/OTHER,2,38.905199041,-77.0408563583
THEFT/OTHER,1,38.9175562877,-77.0296206817
THEFT F/AUTO,2,38.8973529453,-77.0405885705
THEFT/OTHER,8,38.8531334276,-76.9640406795
THEFT F/AUTO,4,38.9415301839,-77.0462944339
THEFT/OTHER,8,38.8685500708,-76.9749637268
BURGLARY,6,38.9001177623,-77.003541582
THEFT/OTHER,8,38.8764799099,-77.0000496478
THEFT/OTHER,2,38.8997743736,-77.0549549553
THEFT F/AUTO,4,38.9587329138,-77.0144303073
THEFT/OTHER,2,38.9004549325,-77.044180238
BURGLARY,5,38.9175487639,-77.0020324593
THEFT/OTHER,1,38.9238698908,-77.0408755892
THEFT F/AUTO,5,38.928183184,-76.9789143284
THEFT F/AUTO,2,38.9140912015,-77.0307856651
THEFT F/AUTO,2,38.8998119121,-77.0209122021
THEFT F/AUTO,1,38.9155718499,-77.0265929307
THEFT/OTHER,2,38.9019304316,-77.0319539033
THEFT F/AUTO,5,38.9225778438,-76.9681523939
SEX ABUSE,8,38.8459619308,-77.0027191637
THEFT F/AUTO,5,38.9223672787,-76.9733925421
THEFT F/AUTO,1,38.919182587,-77.0265134428
THEFT F/AUTO,2,38.9061027481,-77.0385003115
THEFT F/AUTO,2,38.9061027481,-77.0385003115
THEFT/OTHER,2,38.9068529006,-77.0418276116
THEFT F/AUTO,2,38.9019253646,-77.0336378697
THEFT F/AUTO,5,38.9210349889,-76.9709192817
THEFT F/AUTO,2,38.9009229772,-77.0275514697
THEFT F/AUTO,5,38.9234384072,-76.9731695752
THEFT F/AUTO,2,38.9019240193,-77.0296231827
THEFT F/AUTO,5,38.9219944022,-76.9762154227
THEFT F/AUTO,5,38.9223672787,-76.9733925421
THEFT F/AUTO,2,38.9076510065,-77.0453005136
THEFT F/AUTO,2,38.9133488242,-77.0307870742
MOTOR VEHICLE THEFT,1,38.9249837706,-77.0226385785
MOTOR VEHICLE THEFT,5,38.9212118158,-76.9826851544
THEFT F/AUTO,7,38.8916446159,-76.9529060902
THEFT F/AUTO,5,38.9096407341,-77.0136740542
THEFT/OTHER,1,38.9213728758,-77.0319014973
HOMICIDE,5,38.9255798853,-76.9709934263
THEFT/OTHER,4,38.9369691497,-77.024398577
THEFT F/AUTO,3,38.9644508729,-77.0753099146
THEFT F/AUTO,6,38.8866013919,-77.0209105976
THEFT/OTHER,2,38.8935946787,-77.0229430787
THEFT/OTHER,3,38.9473144061,-77.0653443342
THEFT/OTHER,6,38.8931879048,-76.9902439303
ARSON,1,38.9298079189,-77.036468077
THEFT/OTHER,1,38.9301765608,-77.0297088471
THEFT F/AUTO,4,38.9402734229,-77.0271202835
THEFT F/AUTO,7,38.9021256817,-76.9365819774
THEFT F/AUTO,7,38.8636714979,-76.9522175573
THEFT/OTHER,2,38.8973478904,-77.0265085554
THEFT/OTHER,6,38.8998767049,-76.9902401335
THEFT/OTHER,5,38.9434505039,-77.0032607757
THEFT/OTHER,7,38.9084644522,-76.9371627351
THEFT/OTHER,2,38.9054015922,-77.0214304584
ASSAULT W/DANGEROUS WEAPON,3,38.9483570552,-77.0799373128
THEFT/OTHER,8,38.8561277862,-76.9725864468
THEFT/OTHER,2,38.9060618647,-77.0413573339
THEFT/OTHER,3,38.9361950358,-77.0588766912
ASSAULT W/DANGEROUS WEAPON,8,38.848136645,-76.9761390018
THEFT/OTHER,5,38.9306347289,-76.9729088708
MOTOR VEHICLE THEFT,3,38.9483570552,-77.0799373128
THEFT/OTHER,5,38.9201570109,-76.9903059701
THEFT/OTHER,7,38.887593115,-76.9829334372
THEFT/OTHER,2,38.8973427196,-77.0209167811
THEFT/OTHER,5,38.9118528319,-77.0076443468
ASSAULT W/DANGEROUS WEAPON,8,38.8287041339,-77.0020747667
ROBBERY,3,38.9261910009,-77.0780141108
THEFT/OTHER,3,38.9492466458,-77.0802982386
THEFT/OTHER,5,38.9383049981,-76.9731719393
THEFT F/AUTO,6,38.9060439932,-77.0058844882
ASSAULT W/DANGEROUS WEAPON,5,38.9407398975,-77.0036824787
BURGLARY,5,38.9166370864,-77.0073671959
ROBBERY,2,38.9001344595,-77.0523578103
MOTOR VEHICLE THEFT,5,38.9020829409,-76.9831225786
THEFT/OTHER,3,38.9361950358,-77.0588766912
THEFT F/AUTO,4,38.9477223774,-77.0297008167
ASSAULT W/DANGEROUS WEAPON,2,38.9146035541,-77.0462211476
THEFT/OTHER,5,38.9215847053,-76.9937555941
THEFT F/AUTO,4,38.9618698545,-77.0598316875
MOTOR VEHICLE THEFT,7,38.8572783103,-76.9635978663
THEFT F/AUTO,5,38.9001925481,-76.9782803647
THEFT F/AUTO,6,38.8847703439,-76.9902431236
THEFT F/AUTO,3,38.954702899,-77.081165741
ASSAULT W/DANGEROUS WEAPON,7,38.8810854334,-76.9355348796
ASSAULT W/DANGEROUS WEAPON,8,38.8337335659,-77.0048329656
THEFT/OTHER,6,38.8805418548,-77.0269387655
THEFT/OTHER,6,38.9025202637,-77.0182926605
THEFT/OTHER,4,38.9578132629,-77.0296942916
THEFT/OTHER,7,38.9034820677,-76.9229428261
THEFT/OTHER,2,38.9049076407,-77.0259863348
THEFT/OTHER,5,38.9125985791,-77.0027719824
BURGLARY,7,38.8911251955,-76.9385860009
THEFT F/AUTO,6,38.9031272889,-77.0161741873
THEFT/OTHER,2,38.9010110345,-77.045776453
THEFT/OTHER,5,38.9201570109,-76.9903059701
THEFT/OTHER,3,38.9215117092,-77.0722843227
THEFT F/AUTO,4,38.9736114845,-77.0250385582
THEFT/OTHER,3,38.9196665779,-77.0710366027
THEFT/OTHER,1,38.9287433544,-77.033639334
MOTOR VEHICLE THEFT,2,38.9056438185,-77.0194165117
THEFT/OTHER,6,38.8825199578,-76.9908868125
THEFT/OTHER,6,38.879813272,-76.9867739886
THEFT F/AUTO,5,38.9056231904,-76.9736844792
THEFT/OTHER,2,38.9009229772,-77.0275514697
THEFT/OTHER,8,38.8465377272,-76.9815533837
THEFT F/AUTO,5,38.9016937519,-76.9863560598
THEFT/OTHER,1,38.9246562879,-77.0396531676
THEFT F/AUTO,4,38.978847118,-77.0264419309
THEFT/OTHER,4,38.938148387,-77.024583415
THEFT F/AUTO,2,38.9067032936,-77.0380762429
MOTOR VEHICLE THEFT,3,38.9273285696,-77.0537223651
THEFT/OTHER,1,38.9238698908,-77.0408755892
THEFT F/AUTO,4,38.9755222462,-77.0212677078
THEFT F/AUTO,2,38.9111215236,-77.0194120073
THEFT F/AUTO,5,38.9312267245,-77.013912434
THEFT F/AUTO,1,38.9193166641,-77.0229516998
THEFT F/AUTO,7,38.8718244665,-76.9461003543
THEFT/OTHER,2,38.9056458226,-77.0249879526
THEFT F/AUTO,7,38.87096509,-76.942563057
THEFT F/AUTO,2,38.914092952,-77.0338998156
THEFT/OTHER,5,38.9308925151,-76.9949619577
MOTOR VEHICLE THEFT,7,38.8603125815,-76.9658374528
THEFT F/AUTO,1,38.9218481636,-77.0364897223
THEFT/OTHER,2,38.9086179637,-77.0639820577
MOTOR VEHICLE THEFT,3,38.9274900233,-77.0576411622
MOTOR VEHICLE THEFT,5,38.9328673483,-76.9633338272
HOMICIDE,1,38.9275883548,-77.0260507644
THEFT F/AUTO,5,38.9239735685,-76.9680625124
THEFT/OTHER,5,38.9048808782,-76.9868885503
THEFT F/AUTO,6,38.8848398196,-77.0209110411
ASSAULT W/DANGEROUS WEAPON,5,38.9433925091,-76.997489823
THEFT F/AUTO,2,38.9145432398,-77.0189288864
THEFT F/AUTO,2,38.9137175663,-77.0296220853
ROBBERY,8,38.8634010195,-76.9900208612
ROBBERY,1,38.9295168861,-77.0327298633
ROBBERY,4,38.9699228716,-77.0170969293
THEFT/OTHER,8,38.8496172243,-76.9837225058
THEFT/OTHER,7,38.9034820677,-76.9229428261
THEFT/OTHER,7,38.8594775631,-76.9676370731
THEFT/OTHER,7,38.8933494806,-76.9469648801
THEFT F/AUTO,8,38.8701086442,-76.9790092579
THEFT/OTHER,3,38.9293890733,-77.0742336494
ROBBERY,8,38.8397158173,-76.9984503066
THEFT/OTHER,2,38.900698828,-77.0494760323
BURGLARY,3,38.9241998122,-77.0519031245
THEFT F/AUTO,8,38.845535098,-77.0003916732
THEFT F/AUTO,4,38.966848724,-77.0349012254
THEFT F/AUTO,1,38.9314591789,-77.0451353744
THEFT F/AUTO,7,38.8786535743,-76.9330784555
MOTOR VEHICLE THEFT,5,38.9291504511,-76.960096837
THEFT F/AUTO,2,38.9115556062,-77.0571637382
THEFT F/AUTO,5,38.9006376788,-76.9702302504
MOTOR VEHICLE THEFT,4,38.9664183347,-77.0057045041
THEFT F/AUTO,5,38.9105753861,-77.0085549568
BURGLARY,5,38.9223633385,-77.0027692484
THEFT F/AUTO,5,38.9458442168,-76.9783999229
THEFT/OTHER,3,38.9599119666,-77.085288276
THEFT F/AUTO,5,38.9094049494,-76.9975459006
THEFT/OTHER,5,38.9215847053,-76.9937555941
MOTOR VEHICLE THEFT,4,38.9760720824,-77.0557967046
THEFT/OTHER,2,38.9045785436,-77.0627938363
THEFT F/AUTO,3,38.965836609,-77.079267011
ASSAULT W/DANGEROUS WEAPON,5,38.9155647023,-77.0063850147
ASSAULT W/DANGEROUS WEAPON,2,38.9007605093,-77.0348153991
THEFT F/AUTO,1,38.9184642923,-77.0386796067
THEFT/OTHER,2,38.9008448464,-77.0265055894
THEFT/OTHER,8,38.8497737019,-76.9667431363
THEFT/OTHER,6,38.8860392052,-77.0187306853
THEFT/OTHER,2,38.9031438349,-77.0396671484
THEFT F/AUTO,3,38.9242093179,-77.0526039377
MOTOR VEHICLE THEFT,5,38.9080909311,-76.9878916032
THEFT/OTHER,2,38.9031438349,-77.0396671484
HOMICIDE,2,38.8980483719,-77.0517993673
THEFT/OTHER,1,38.9295168861,-77.0327298633
THEFT/OTHER,6,38.894573904,-77.0193753434
THEFT/OTHER,6,38.8851343032,-76.9973154556
THEFT F/AUTO,8,38.8607720644,-76.9975669094
THEFT F/AUTO,4,38.9664183347,-77.0057045041
THEFT F/AUTO,8,38.8635345572,-76.9739720394
THEFT/OTHER,6,38.9019175187,-76.9937542031
THEFT/OTHER,1,38.9161409594,-77.0229427215
ASSAULT W/DANGEROUS WEAPON,7,38.8909013047,-76.9772558165
THEFT F/AUTO,3,38.9644508729,-77.0753099146
THEFT F/AUTO,3,38.9644508729,-77.0753099146
THEFT F/AUTO,6,38.8845982893,-76.995303205
THEFT/OTHER,6,38.8778666066,-77.0176347386
MOTOR VEHICLE THEFT,7,38.89906331,-76.9408941838
THEFT/OTHER,6,38.89147591,-76.9995106867
THEFT F/AUTO,4,38.9893888919,-77.0344000043
THEFT/OTHER,4,38.9484437005,-77.0202899106
THEFT F/AUTO,7,38.8966558827,-76.9476475094
THEFT/OTHER,2,38.8983139331,-77.0288490823
BURGLARY,5,38.9081134486,-76.9828315305
THEFT/OTHER,1,38.9354972411,-77.0241705089
THEFT/OTHER,7,38.8988271395,-76.9274632878
THEFT F/AUTO,5,38.9015468006,-76.9799376272
THEFT/OTHER,7,38.889093908,-76.9372513747
THEFT/OTHER,7,38.8828410779,-76.9620437819
THEFT/OTHER,6,38.9002033642,-76.9973048161
THEFT/OTHER,6,38.8807795586,-77.0219007783
THEFT/OTHER,1,38.9295168861,-77.0327298633
THEFT F/AUTO,8,38.8593519991,-76.999875854
THEFT F/AUTO,6,38.8860310868,-76.9943618578
BURGLARY,2,38.9114974007,-77.0384845448
THEFT/OTHER,2,38.9155738614,-77.0400687581
THEFT/OTHER,8,38.8406818648,-76.9891994256
THEFT F/AUTO,5,38.9338955709,-76.983659553
SEX ABUSE,8,38.8479406366,-76.9785374868
THEFT F/AUTO,3,38.9590336698,-77.0855229412
THEFT/OTHER,7,38.9066615961,-76.9528191142
THEFT F/AUTO,7,38.9017577568,-76.9486368283
THEFT F/AUTO,4,38.9398011464,-77.0357274749
THEFT/OTHER,1,38.9213728758,-77.0319014973
THEFT/OTHER,2,38.905199041,-77.0408563583
THEFT F/AUTO,6,38.8827231291,-76.9932025215
MOTOR VEHICLE THEFT,5,38.9340963214,-76.9662242341
THEFT F/AUTO,4,38.9500401825,-77.016644668
ASSAULT W/DANGEROUS WEAPON,1,38.9355397153,-77.0308660906
THEFT/OTHER,8,38.8432784837,-76.9952906735
THEFT F/AUTO,2,38.9025216331,-77.0250014995
THEFT F/AUTO,6,38.8841048038,-76.9920861023
THEFT F/AUTO,4,38.9617274819,-77.0054327507
THEFT F/AUTO,8,38.8297076874,-77.0058852298
THEFT/OTHER,2,38.8972068375,-77.0234765916
THEFT F/AUTO,3,38.9644508729,-77.0753099146
THEFT/OTHER,2,38.9049076407,-77.0259863348
THEFT F/AUTO,5,38.9281299557,-76.9800011896
BURGLARY,6,38.9001927698,-76.9848169831
THEFT F/AUTO,2,38.9081572555,-77.071625136
MOTOR VEHICLE THEFT,7,38.8866331512,-76.9517934311
THEFT/OTHER,7,38.887593115,-76.9829334372
ROBBERY,6,38.8821486345,-76.9883073852
THEFT F/AUTO,2,38.9025921141,-77.0619448497
THEFT F/AUTO,6,38.8867132955,-76.9961904924
ASSAULT W/DANGEROUS WEAPON,8,38.8337468568,-77.0058844914
MOTOR VEHICLE THEFT,1,38.9274255811,-77.0340792587
THEFT/OTHER,5,38.9340213208,-76.9911175566
THEFT F/AUTO,5,38.9509544326,-76.9886190777
THEFT F/AUTO,5,38.9542169699,-77.0005368148
THEFT/OTHER,5,38.9057355395,-76.9880951461
THEFT/OTHER,2,38.895463031,-77.0219168135
THEFT F/AUTO,7,38.8885283511,-76.9344776422
THEFT F/AUTO,5,38.9084803579,-76.9995602624
THEFT/OTHER,3,38.9599119666,-77.085288276
THEFT F/AUTO,7,38.9004962942,-76.9477740382
THEFT/OTHER,2,38.9009053589,-77.0516290932
THEFT F/AUTO,2,38.9003439242,-77.0229469787
THEFT/OTHER,8,38.859911928,-76.99266925
MOTOR VEHICLE THEFT,7,38.8763692422,-76.966719636
SEX ABUSE,8,38.8635345572,-76.9739720394
ROBBERY,7,38.8594775631,-76.9676370731
THEFT F/AUTO,7,38.8689186523,-76.9594761766
THEFT/OTHER,2,38.9099274291,-77.0436069637
THEFT/OTHER,3,38.9324026948,-77.0947016017
ROBBERY,6,38.8935716173,-76.9841009421
THEFT F/AUTO,8,38.8636056414,-76.9906950399
ASSAULT W/DANGEROUS WEAPON,7,38.8732016065,-76.9699922042
THEFT/OTHER,6,38.8981207916,-76.9926492415
THEFT/OTHER,7,38.8933494806,-76.9469648801
THEFT F/AUTO,1,38.9358421632,-77.035190314
BURGLARY,4,38.9565875344,-77.0126313162
THEFT/OTHER,4,38.9649505737,-77.0189639672
THEFT/OTHER,2,38.9038980119,-77.060131462
THEFT F/AUTO,2,38.9079032324,-77.0306313817
THEFT F/AUTO,4,38.975288865,-77.0190496939
THEFT F/AUTO,6,38.9019156668,-76.991527473
THEFT/OTHER,2,38.9007694106,-77.0336435499
THEFT/OTHER,2,38.9096515756,-77.0332543444
THEFT F/AUTO,3,38.9644508729,-77.0753099146
THEFT/OTHER,8,38.8500768562,-76.9826216525
THEFT/OTHER,1,38.9200221883,-77.0408108834
THEFT/OTHER,5,38.9215847053,-76.9937555941
THEFT/OTHER,8,38.8727883595,-76.9709362343
THEFT F/AUTO,6,38.9025157814,-77.0074758356
BURGLARY,2,38.9096368356,-77.0477159896
ASSAULT W/DANGEROUS WEAPON,5,38.9103382258,-76.9853819774
THEFT/OTHER,6,38.8972039407,-77.0083879302
THEFT F/AUTO,8,38.8629337111,-76.9908366674
THEFT F/AUTO,7,38.8983639933,-76.9183389106
THEFT F/AUTO,2,38.905643381,-77.0209076861
THEFT F/AUTO,4,38.961672282,-77.0308477548
THEFT/OTHER,6,38.8794732425,-77.0237910334
ROBBERY,2,38.9078354315,-77.0644320424
THEFT F/AUTO,7,38.8971435925,-76.9184638761
THEFT F/AUTO,1,38.9279693628,-77.0399279894
THEFT/OTHER,2,38.8983139331,-77.0288490823
THEFT/OTHER,1,38.9217051624,-77.043451684
THEFT/OTHER,3,38.9241998122,-77.0519031245
THEFT/OTHER,5,38.9215847053,-76.9937555941
THEFT F/AUTO,1,38.9230959354,-77.0297080884
ROBBERY,8,38.8622527489,-76.9931812237
MOTOR VEHICLE THEFT,1,38.9266074729,-77.0259001376
THEFT/OTHER,4,38.9463624746,-77.0183725479
THEFT/OTHER,5,38.9198458716,-76.9528994141
MOTOR VEHICLE THEFT,8,38.8611776799,-76.9839660327
THEFT F/AUTO,2,38.9056468241,-77.0288514716
THEFT/OTHER,2,38.9003415999,-77.0219151997
THEFT F/AUTO,2,38.8990602502,-77.0199058143
THEFT/OTHER,7,38.8827105616,-76.9394584555
THEFT/OTHER,2,38.9091079868,-77.0219144344
THEFT/OTHER,4,38.9694518736,-77.027308864
THEFT F/AUTO,7,38.8967757829,-76.9384716926
THEFT F/AUTO,5,38.9102900689,-76.9872415225
THEFT F/AUTO,5,38.9361681376,-76.9752005431
THEFT/OTHER,7,38.8928915125,-76.9143538201
THEFT F/AUTO,5,38.9534196399,-77.0014873284
BURGLARY,2,38.9093049714,-77.0600187633
THEFT/OTHER,3,38.9268273375,-77.1034407037
THEFT/OTHER,3,38.9644508729,-77.0753099146
THEFT F/AUTO,2,38.9152318935,-77.0674946949
THEFT/OTHER,6,38.8827274827,-76.9920831316
THEFT/OTHER,5,38.9172864211,-76.9751125549
THEFT/OTHER,5,38.9201570109,-76.9903059701
ASSAULT W/DANGEROUS WEAPON,4,38.9562150452,-77.0288619029
THEFT F/AUTO,1,38.9168683732,-77.0234418984
THEFT F/AUTO,2,38.9025209714,-77.0307907014
THEFT/OTHER,7,38.887593115,-76.9829334372
MOTOR VEHICLE THEFT,1,38.9164889632,-77.0224171416
THEFT/OTHER,5,38.9229014677,-76.9741760504
BURGLARY,2,38.9037423825,-77.0477654249
MOTOR VEHICLE THEFT,2,38.9064475676,-77.0175554508
ROBBERY,7,38.8897739245,-76.9368173629
THEFT/OTHER,7,38.8744754585,-76.9728303927
MOTOR VEHICLE THEFT,7,38.8862078577,-76.9269789648
THEFT F/AUTO,2,38.9071750139,-77.0365299473
BURGLARY,8,38.848136645,-76.9761390018
THEFT/OTHER,2,38.9086179637,-77.0639820577
THEFT F/AUTO,7,38.8892678734,-76.9534548898
THEFT F/AUTO,4,38.9364730281,-77.0236911368
THEFT F/AUTO,1,38.9196078832,-77.0206447138
THEFT/OTHER,5,38.9198458716,-76.9528994141
THEFT/OTHER,8,38.8701086442,-76.9790092579
ROBBERY,7,38.8897870573,-76.9580556016
THEFT F/AUTO,5,38.9383155713,-76.987179066
THEFT F/AUTO,5,38.9277180673,-76.968438069
THEFT F/AUTO,7,38.8897870573,-76.9580556016
THEFT/OTHER,2,38.9096515756,-77.0332543444
MOTOR VEHICLE THEFT,6,38.8886722002,-76.9845795199
THEFT F/AUTO,8,38.8635345572,-76.9739720394
THEFT F/AUTO,8,38.8461609504,-76.9962571997
THEFT F/AUTO,8,38.8368603507,-77.0069028318
THEFT F/AUTO,5,38.9215847053,-76.9937555941
THEFT F/AUTO,5,38.9237538435,-76.9830910413
THEFT F/AUTO,6,38.8828365396,-76.9781298243
THEFT F/AUTO,1,38.9309600568,-77.0382370517
MOTOR VEHICLE THEFT,5,38.920231138,-77.0142099916
THEFT F/AUTO,6,38.8882107302,-76.992644553
ROBBERY,6,38.8989077821,-76.9973076318
MOTOR VEHICLE THEFT,5,38.9210705313,-76.9590577483
ROBBERY,6,38.8729746089,-77.0166414245
THEFT/OTHER,5,38.9116185024,-77.0121614575
THEFT/OTHER,8,38.8701070333,-76.9798901803
THEFT F/AUTO,6,38.905943688,-76.9984422961
THEFT F/AUTO,5,38.9458442168,-76.9783999229
MOTOR VEHICLE THEFT,7,38.9034544482,-76.9301650444
MOTOR VEHICLE THEFT,2,38.9111305552,-77.0441613696
THEFT F/AUTO,3,38.9585338513,-77.0845874445
ASSAULT W/DANGEROUS WEAPON,6,38.9002021782,-76.9943592393
THEFT/OTHER,7,38.8942238692,-76.9426064276
THEFT F/AUTO,2,38.9021000122,-77.022952155
ROBBERY,7,38.894780054,-76.9803164745
BURGLARY,5,38.9277247129,-76.9772696738
THEFT/OTHER,1,38.9295168861,-77.0327298633
THEFT F/AUTO,8,38.8541724053,-76.9884242906
THEFT/OTHER,6,38.89611626,-76.9892765977
THEFT F/AUTO,3,38.945126307,-77.0957816153
THEFT F/AUTO,5,38.9166261217,-76.9788263054
THEFT/OTHER,2,38.9162259346,-77.0681648844
THEFT/OTHER,6,38.9002009211,-76.9892742544
THEFT/OTHER,6,38.8853090282,-76.9937647391
THEFT F/AUTO,3,38.9199276335,-77.0787750208
THEFT/OTHER,2,38.9009229772,-77.0275514697
THEFT/OTHER,3,38.9073061517,-77.0825407575
THEFT/OTHER,2,38.9051510928,-77.0639958956
THEFT/OTHER,2,38.9122368826,-77.0319516027
THEFT/OTHER,2,38.905185411,-77.0619979449
THEFT/OTHER,1,38.916996806,-77.0265135526
THEFT F/AUTO,8,38.8604092413,-76.9883196618
THEFT/OTHER,4,38.9413416569,-77.0253783465
THEFT/OTHER,3,38.9487916125,-77.0787458915
THEFT/OTHER,2,38.9056468241,-77.0288514716
THEFT/OTHER,3,38.9348242806,-77.0580805327
THEFT/OTHER,2,38.9056570042,-77.0457735548
THEFT F/AUTO,2,38.9111260667,-77.0291873661
THEFT/OTHER,5,38.9337023772,-76.9876032956
THEFT F/AUTO,7,38.8944706055,-76.959604999
THEFT/OTHER,5,38.9198458716,-76.9528994141
THEFT/OTHER,6,38.902520725,-77.0209124198
THEFT F/AUTO,5,38.9469200956,-76.979003149
THEFT/OTHER,7,38.8662693935,-76.9504905677
THEFT/OTHER,5,38.9215847053,-76.9937555941
